,rule_id,inchikey,chembl_id,predicate_id,ref_id,compound_id,object_id,object_external_id,object_name,predicate_name,ref_name
552,129833,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,132,2075,5913,CHEMBL326,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
553,129834,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,132,2075,5911,CHEMBL4892,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
554,131572,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
555,131573,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
556,131574,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
557,131575,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6990,CHEMBL2096676,Adrenergic receptors; alpha-1 A & B,reported_activity,chembl:activity:superset
558,131576,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6991,CHEMBL2111467,Alpha adrenergic receptor (1a and 1d),reported_activity,chembl:activity:superset
559,131577,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity:superset
560,131578,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
561,131579,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
562,131580,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
563,131581,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6993,CHEMBL2111447,Alpha adrenergic receptor 1A and 1D,reported_activity,chembl:activity:superset
564,131582,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,89,156,2075,6415,CHEMBL2111420,Cerebral cortex alpha adrenergic receptor,reported_activity,chembl:activity:superset
565,149356,HIHZDNKKIUQQSC-UHFFFAOYSA-N,CHEMBL420060,94,158,2075,8541,alpha 1a,alpha 1a,antagonist,libraries:biomol:targets
566,149357,PURFQCFKYNMIQF-UHFFFAOYSA-N,CHEMBL280822,94,158,2076,8542,beta 1,beta 1,antagonist,libraries:biomol:targets
567,149358,CZSAXNDACBPMAB-UHFFFAOYSA-N,CHEMBL326967,95,158,2077,8543,alpha 1b,alpha 1b,alkylating agent,libraries:biomol:targets
568,118169,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,71,47,2078,5806,CHEMBL2094118,Adrenergic receptor beta,agonist,chembl:mechs
569,129835,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5594,CHEMBL3252,Beta-1 adrenergic receptor,reported_activity,chembl:activity
570,129836,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5860,CHEMBL3373,Beta-2 adrenergic receptor,reported_activity,chembl:activity
571,129837,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5901,CHEMBL2095166,Adrenergic receptor beta,reported_activity,chembl:activity
572,129838,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5492,CHEMBL213,Beta-1 adrenergic receptor,reported_activity,chembl:activity
573,129839,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5493,CHEMBL210,Beta-2 adrenergic receptor,reported_activity,chembl:activity
574,129840,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5494,CHEMBL246,Beta-3 adrenergic receptor,reported_activity,chembl:activity
575,129841,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity
576,129842,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5587,CHEMBL2093864,Adrenergic receptor alpha-2,reported_activity,chembl:activity
577,129843,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5518,CHEMBL217,Dopamine D2 receptor,reported_activity,chembl:activity
578,129844,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5519,CHEMBL234,Dopamine D3 receptor,reported_activity,chembl:activity
579,129845,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,132,2078,5520,CHEMBL219,Dopamine D4 receptor,reported_activity,chembl:activity
580,131583,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5901,CHEMBL2095166,Adrenergic receptor beta,reported_activity,chembl:activity:superset
581,131584,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
582,131585,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6997,CHEMBL2097169,Adrenergic receptor beta; ADRB1 & ADRB3,reported_activity,chembl:activity:superset
583,131586,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6995,CHEMBL2096974,Adrenergic receptor beta; ADRB1 & ADRB2,reported_activity,chembl:activity:superset
584,131587,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
585,131588,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5806,CHEMBL2094118,Adrenergic receptor beta,reported_activity,chembl:activity:superset
586,131589,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6996,CHEMBL2111388,Beta-2 adrenergic receptor and beta-3 adrenergic receptor,reported_activity,chembl:activity:superset
587,131590,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
588,131591,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5685,CHEMBL2111341,Dopamine D1 and D2 receptor,reported_activity,chembl:activity:superset
589,131592,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6998,CHEMBL3038478,Dopamine receptor D2L/neurotensin receptor NTS1,reported_activity,chembl:activity:superset
590,131593,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5768,CHEMBL2095169,Dopamine receptors; D2 & D3,reported_activity,chembl:activity:superset
591,131594,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6999,CHEMBL2111468,Dopamine D2 receptor and serotonin 2a receptor,reported_activity,chembl:activity:superset
592,131595,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,7000,CHEMBL2095396,Dopamine receptors; D2 & D4,reported_activity,chembl:activity:superset
593,131596,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5626,CHEMBL2331075,D2-like dopamine receptor,reported_activity,chembl:activity:superset
594,131597,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,6987,CHEMBL2111460,Dopamine D2 receptor and serotonin 1a receptor,reported_activity,chembl:activity:superset
595,131598,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,5632,CHEMBL2096905,Dopamine receptor,reported_activity,chembl:activity:superset
596,131599,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,89,156,2078,7001,CHEMBL2097165,Dopamine receptors; D3 & D4,reported_activity,chembl:activity:superset
597,149359,IROWCYIEJAOFOW-UHFFFAOYSA-N,CHEMBL434,96,158,2078,8508,beta,beta,agonist,libraries:biomol:targets
598,118170,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,69,47,2079,5628,CHEMBL2095203,Adrenergic receptor alpha,antagonist,chembl:mechs
599,129846,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5587,CHEMBL2093864,Adrenergic receptor alpha-2,reported_activity,chembl:activity
600,129847,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity
601,129848,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,6058,CHEMBL4744,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
602,129849,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity
603,129850,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5911,CHEMBL4892,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
604,129851,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity
605,129852,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5614,CHEMBL229,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
606,129853,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5489,CHEMBL1867,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
607,129854,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5490,CHEMBL1942,Alpha-2b adrenergic receptor,reported_activity,chembl:activity
608,129855,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5491,CHEMBL1916,Alpha-2c adrenergic receptor,reported_activity,chembl:activity
609,129856,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5793,CHEMBL3923,Nischarin,reported_activity,chembl:activity
610,129857,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
611,129858,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
612,129859,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5488,CHEMBL223,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
613,129860,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5514,CHEMBL289,Cytochrome P450 2D6,reported_activity,chembl:activity
614,129861,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5552,CHEMBL240,HERG,reported_activity,chembl:activity
615,129862,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5468,CHEMBL224,Serotonin 2a (5-HT2a) receptor,reported_activity,chembl:activity
616,129863,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5469,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,reported_activity,chembl:activity
617,129864,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5470,CHEMBL225,Serotonin 2c (5-HT2c) receptor,reported_activity,chembl:activity
618,129865,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,132,2079,5615,CHEMBL232,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
619,131600,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
620,131601,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
621,131602,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
622,131603,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
623,131604,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity:superset
624,131605,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6415,CHEMBL2111420,Cerebral cortex alpha adrenergic receptor,reported_activity,chembl:activity:superset
625,131606,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6991,CHEMBL2111467,Alpha adrenergic receptor (1a and 1d),reported_activity,chembl:activity:superset
626,131607,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
627,131608,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6990,CHEMBL2096676,Adrenergic receptors; alpha-1 A & B,reported_activity,chembl:activity:superset
628,131609,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6988,CHEMBL3885512,Adenosine receptor A1/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
629,131610,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6989,CHEMBL3883321,Mu opioid receptor/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
630,131611,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
631,131612,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6993,CHEMBL2111447,Alpha adrenergic receptor 1A and 1D,reported_activity,chembl:activity:superset
632,131613,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5602,CHEMBL2111476,Alpha adrenergic receptor 1A and 1B,reported_activity,chembl:activity:superset
633,131614,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5836,CHEMBL2362996,Voltage-gated potassium channel,reported_activity,chembl:activity:superset
634,131615,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,6999,CHEMBL2111468,Dopamine D2 receptor and serotonin 2a receptor,reported_activity,chembl:activity:superset
635,131616,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5767,CHEMBL2096904,Serotonin (5-HT) receptor,reported_activity,chembl:activity:superset
636,131617,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5773,CHEMBL2096662,Serotonin 2 receptors; 5-HT2a & 5-HT2c,reported_activity,chembl:activity:superset
637,131618,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,5570,CHEMBL2095200,Serotonin 2 (5-HT2) receptor,reported_activity,chembl:activity:superset
638,131619,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,89,156,2079,7002,CHEMBL2111466,Serotonin receptor (2b and 2c),reported_activity,chembl:activity:superset
639,149360,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,CHEMBL597,94,158,2079,8507,alpha,alpha,antagonist,libraries:biomol:targets
640,129866,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,132,2080,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
641,129867,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,132,2080,5912,CHEMBL3122,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
642,129868,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,132,2080,5913,CHEMBL326,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
643,129869,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,132,2080,5614,CHEMBL229,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
644,129870,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,132,2080,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
645,131620,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
646,131621,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
647,131622,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
648,131623,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,6993,CHEMBL2111447,Alpha adrenergic receptor 1A and 1D,reported_activity,chembl:activity:superset
649,131624,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,5602,CHEMBL2111476,Alpha adrenergic receptor 1A and 1B,reported_activity,chembl:activity:superset
650,131625,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
651,131626,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
652,131627,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,6991,CHEMBL2111467,Alpha adrenergic receptor (1a and 1d),reported_activity,chembl:activity:superset
653,131628,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
654,131629,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,89,156,2080,6990,CHEMBL2096676,Adrenergic receptors; alpha-1 A & B,reported_activity,chembl:activity:superset
655,149361,LRFLWCZMTGTUEP-UHFFFAOYSA-N,CHEMBL109783,96,158,2080,8541,alpha 1a,alpha 1a,agonist,libraries:biomol:targets
656,129871,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,132,2081,5793,CHEMBL3923,Nischarin,reported_activity,chembl:activity
657,129872,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,132,2081,5597,CHEMBL214,Serotonin 1a (5-HT1a) receptor,reported_activity,chembl:activity
658,129873,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,132,2081,5491,CHEMBL1916,Alpha-2c adrenergic receptor,reported_activity,chembl:activity
659,129874,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,132,2081,5490,CHEMBL1942,Alpha-2b adrenergic receptor,reported_activity,chembl:activity
660,129875,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,132,2081,5489,CHEMBL1867,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
661,131530,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
662,131531,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
663,131532,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
664,131533,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity:superset
665,131534,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,5767,CHEMBL2096904,Serotonin (5-HT) receptor,reported_activity,chembl:activity:superset
666,131535,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,6987,CHEMBL2111460,Dopamine D2 receptor and serotonin 1a receptor,reported_activity,chembl:activity:superset
667,131536,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,6988,CHEMBL3885512,Adenosine receptor A1/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
668,131537,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,89,156,2081,6989,CHEMBL3883321,Mu opioid receptor/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
669,149362,XFRXWLWUUDJHPB-UHFFFAOYSA-N,CHEMBL13852,96,158,2081,8544,alpha 1,alpha 1,agonist,libraries:biomol:targets
670,129876,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5614,CHEMBL229,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
671,129877,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5615,CHEMBL232,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
672,129878,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5488,CHEMBL223,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
673,129879,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5913,CHEMBL326,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
674,129880,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5489,CHEMBL1867,Alpha-2a adrenergic receptor,reported_activity,chembl:activity
675,129881,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5491,CHEMBL1916,Alpha-2c adrenergic receptor,reported_activity,chembl:activity
676,129882,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5490,CHEMBL1942,Alpha-2b adrenergic receptor,reported_activity,chembl:activity
677,129883,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
678,129884,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
679,129885,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,132,2082,5911,CHEMBL4892,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
680,131538,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5588,CHEMBL2094251,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
681,131539,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5628,CHEMBL2095203,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
682,131540,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5826,CHEMBL2331074,Adrenergic receptor,reported_activity,chembl:activity:superset
683,131541,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6990,CHEMBL2096676,Adrenergic receptors; alpha-1 A & B,reported_activity,chembl:activity:superset
684,131542,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6991,CHEMBL2111467,Alpha adrenergic receptor (1a and 1d),reported_activity,chembl:activity:superset
685,131543,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity:superset
686,131544,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5571,CHEMBL1907610,Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
687,131545,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6992,CHEMBL2097171,Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,reported_activity,chembl:activity:superset
688,131546,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6047,CHEMBL2094111,Adrenergic receptor alpha,reported_activity,chembl:activity:superset
689,131547,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6993,CHEMBL2111447,Alpha adrenergic receptor 1A and 1D,reported_activity,chembl:activity:superset
690,131630,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6988,CHEMBL3885512,Adenosine receptor A1/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
691,131631,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6989,CHEMBL3883321,Mu opioid receptor/Alpha-2A adrenergic receptor,reported_activity,chembl:activity:superset
692,131632,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,5602,CHEMBL2111476,Alpha adrenergic receptor 1A and 1B,reported_activity,chembl:activity:superset
693,131633,IWSWDOUXSCRCKW-UHFFFAOYSA-N,CHEMBL611,89,156,2082,6415,CHEMBL2111420,Cerebral cortex alpha adrenergic receptor,reported_activity,chembl:activity:superset
694,118171,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,71,47,2083,5628,CHEMBL2095203,Adrenergic receptor alpha,agonist,chembl:mechs
695,129789,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5589,CHEMBL2095158,Adrenergic receptor alpha-2,reported_activity,chembl:activity
696,129790,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5587,CHEMBL2093864,Adrenergic receptor alpha-2,reported_activity,chembl:activity
697,129791,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,6079,CHEMBL2111338,Alpha-2 adrenergic receptor,reported_activity,chembl:activity
698,129792,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5614,CHEMBL229,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
699,129793,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5615,CHEMBL232,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
700,129794,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5488,CHEMBL223,Alpha-1d adrenergic receptor,reported_activity,chembl:activity
701,129795,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5793,CHEMBL3923,Nischarin,reported_activity,chembl:activity
702,129796,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5486,CHEMBL319,Alpha-1a adrenergic receptor,reported_activity,chembl:activity
703,129797,BEEDODBODQVSIM-UHFFFAOYSA-N,CHEMBL762,89,132,2083,5487,CHEMBL315,Alpha-1b adrenergic receptor,reported_activity,chembl:activity
